ret(t-2),ret(t-1),ret(t),norm,kk
-8.39967,138.015,-56.9635,172.565,
138.015,-56.9635,-60.9645,251.492,
-56.9635,-60.9645,-33.1059,104.537,
-60.9645,-33.1059,-60.8755,125.303,
-33.1059,-60.8755,-163.411,125.384,
-60.8755,-163.411,-12.4527,190.675,
-163.411,-12.4527,78.5963,174.791,
-12.4527,78.5963,-34.3508,174.791,
78.5963,-34.3508,23.9895,180.407,
-34.3508,23.9895,34.2283,176.219,
23.9895,34.2283,22.514,201.981,
34.2283,22.514,-36.9612,203.035,
22.514,-36.9612,30.243,180.003,
-36.9612,30.243,152.477,180.003,
30.243,152.477,61.1473,180.003,
152.477,61.1473,-5.87633,140.938,
61.1473,-5.87633,6.06667,134.002,
-5.87633,6.06667,-21.1993,129.341,
6.06667,-21.1993,72.1544,118.784,
-21.1993,72.1544,-26.8909,95.5957,
72.1544,-26.8909,18.6882,95.5957,
-26.8909,18.6882,16.8188,103.255,
18.6882,16.8188,-12.588,88.1712,
16.8188,-12.588,37.7382,112.707,
-12.588,37.7382,43.9207,136.094,
37.7382,43.9207,-157.846,136.094,
43.9207,-157.846,-8.70917,168.463,
-157.846,-8.70917,0.666,260.678,
-8.70917,0.666,26.3853,295.81,
0.666,26.3853,54.3728,302.096,
26.3853,54.3728,143.077,265.087,
54.3728,143.077,61.05,236.957,
143.077,61.05,63.1765,144.281,
61.05,63.1765,22.2847,185.776,
63.1765,22.2847,27.3807,180.03,
22.2847,27.3807,-18.7663,161.313,
27.3807,-18.7663,-52.0665,191.069,
-18.7663,-52.0665,-31.6012,134.979,
-52.0665,-31.6012,43.5187,134.991,
-31.6012,43.5187,-51.2432,136.003,
43.5187,-51.2432,-44.7385,136.003,
-51.2432,-44.7385,15.0072,100.427,
-44.7385,15.0072,47.628,131.452,
15.0072,47.628,33.3715,106.635,
47.628,33.3715,16.9183,106.926,
33.3715,16.9183,-54.3515,140.432,
16.9183,-54.3515,-12.785,195.405,
-54.3515,-12.785,-39.2703,241.354,
-12.785,-39.2703,2.87567,213.78,
-39.2703,2.87567,-54.9667,247.866,
2.87567,-54.9667,-26.588,245.68,
-54.9667,-26.588,48.0504,276.248,
-26.588,48.0504,1.33283,171.838,
48.0504,1.33283,38.2134,225.681,
1.33283,38.2134,10.3931,209.784,
38.2134,10.3931,-41.0053,204.721,
10.3931,-41.0053,-9.17817,164.722,
-41.0053,-9.17817,2.55116,171.381,
-9.17817,2.55116,-4.90356,175.562,
2.55116,-4.90356,51.3216,188.708,
-4.90356,51.3216,38.549,210.03,
51.3216,38.549,20.7365,210.03,
38.549,20.7365,-30.105,195.566,
20.7365,-30.105,7.85583,167.308,
-30.105,7.85583,6.38221,167.308,
7.85583,6.38221,-2.25485,175.427,
6.38221,-2.25485,7.75231,187.574,
-2.25485,7.75231,9.8965,306.518,
7.75231,9.8965,-65.3752,350.541,
9.8965,-65.3752,-42.0113,321.942,
-65.3752,-42.0113,88.107,321.942,
-42.0113,88.107,-17.8202,327.877,
88.107,-17.8202,-72.6002,334.443,
-17.8202,-72.6002,-19.2185,284.155,
-72.6002,-19.2185,-6.78783,300.43,
-19.2185,-6.78783,-3.0525,308.951,
-6.78783,-3.0525,46.3564,314.917,
-3.0525,46.3564,11.3112,314.926,
46.3564,11.3112,-118.072,292.569,
11.3112,-118.072,-105.213,267.524,
-118.072,-105.213,5.564,267.524,
-105.213,5.564,-79.1778,267.524,
5.564,-79.1778,-86.3383,267.524,
-79.1778,-86.3383,16.9882,267.524,
-86.3383,16.9882,51.1202,267.524,
16.9882,51.1202,64.566,207.819,
51.1202,64.566,15.579,153.329,
64.566,15.579,-0.8695,167.652,
15.579,-0.8695,-21.041,186.084,
-0.8695,-21.041,32.9722,145.234,
-21.041,32.9722,123.737,145.21,
32.9722,123.737,-17.5318,145.97,
123.737,-17.5318,-14.5603,189.336,
-17.5318,-14.5603,-25.2849,115.11,
-14.5603,-25.2849,-82.1062,141.251,
-25.2849,-82.1062,48.4437,156.511,
-82.1062,48.4437,7.47667,205.101,
48.4437,7.47667,-149.114,199.763,
7.47667,-149.114,-34.0412,194.473,
-149.114,-34.0412,32.8027,190.375,
-34.0412,32.8027,-6.47067,224.571,
32.8027,-6.47067,16.2468,203.572,
-6.47067,16.2468,82.4466,209.625,
16.2468,82.4466,25.1144,253.391,
82.4466,25.1144,8.47306,283.054,
25.1144,8.47306,-19.8348,243.673,
8.47306,-19.8348,-5.89383,246.523,
-19.8348,-5.89383,97.5708,286.324,
-5.89383,97.5708,98.505,287.009,
97.5708,98.505,44.9468,287.009,
98.505,44.9468,-33.42,259.456,
44.9468,-33.42,19.9957,259.107,
-33.42,19.9957,24.1325,319.344,
19.9957,24.1325,-6.4345,226.021,
24.1325,-6.4345,-16.5198,225.604,
-6.4345,-16.5198,22.1222,215.174,
-16.5198,22.1222,12.2118,217.435,
22.1222,12.2118,191.003,257.1,
12.2118,191.003,4.50767,289.102,
191.003,4.50767,-176.565,304.802,
4.50767,-176.565,-13.7475,242.663,
-176.565,-13.7475,105.575,242.663,
-13.7475,105.575,-2.68817,133.455,
105.575,-2.68817,-20.7318,361.78,
-2.68817,-20.7318,-67.8149,379.469,
-20.7318,-67.8149,-63.5921,251.182,
-67.8149,-63.5921,-89.7818,237.33,
-63.5921,-89.7818,32.7417,228.146,
-89.7818,32.7417,17.838,228.259,
32.7417,17.838,13.4277,235.713,
17.838,13.4277,77.4263,159.036,
13.4277,77.4263,66.5394,151.577,
77.4263,66.5394,-47.3428,152.111,
66.5394,-47.3428,92.6148,67.6017,
-47.3428,92.6148,94.279,194.129,
92.6148,94.279,177.798,278.199,
94.279,177.798,-75.4815,349.902,
177.798,-75.4815,16.9358,349.902,
-75.4815,16.9358,-58.3723,352.387,
16.9358,-58.3723,-1.45367,356.619,
-58.3723,-1.45367,67.5026,190.224,
-1.45367,67.5026,5.31587,320.32,
67.5026,5.31587,31.0883,320.32,
5.31587,31.0883,0.886,338.94,
31.0883,0.886,68.2137,370.918,
0.886,68.2137,80.6888,508.854,
68.2137,80.6888,0.652167,393.907,
80.6888,0.652167,0.442,393.907,
0.652167,0.442,36.8143,366.012,
0.442,36.8143,100.207,509.18,
36.8143,100.207,13.8482,589.615,
100.207,13.8482,-2.1125,607.857,
13.8482,-2.1125,78.5993,619.988,
-2.1125,78.5993,101.795,362.076,
78.5993,101.795,147.644,380.668,
101.795,147.644,116.047,410.512,
147.644,116.047,-21.6458,372.938,
116.047,-21.6458,85.3015,339.12,
-21.6458,85.3015,262.728,339.12,
85.3015,262.728,-110.007,306.266,
262.728,-110.007,-152.757,244.78,
-110.007,-152.757,73.6508,242.172,
-152.757,73.6508,64.1423,242.172,
73.6508,64.1423,82.4065,242.172,
64.1423,82.4065,197.125,309.064,
82.4065,197.125,230.579,371.47,
197.125,230.579,96.8408,432.479,
230.579,96.8408,163.981,352.407,
96.8408,163.981,-128.445,323.465,
163.981,-128.445,-155.745,251.864,
-128.445,-155.745,-59.6078,251.864,
-155.745,-59.6078,90.657,251.864,
-59.6078,90.657,93.3677,252.005,
90.657,93.3677,41.3798,343.605,
93.3677,41.3798,-92.6762,543.816,
41.3798,-92.6762,-227.771,340.76,
-92.6762,-227.771,152.074,252.638,
-227.771,152.074,-48.3417,194.013,
152.074,-48.3417,-69.0695,236.066,
-48.3417,-69.0695,107.35,246.015,
-69.0695,107.35,-35.6795,265.271,
107.35,-35.6795,-65.689,158.294,
-35.6795,-65.689,36.836,114.384,
-65.689,36.836,16.8222,102.665,
36.836,16.8222,-29.189,187.4,
16.8222,-29.189,-14.291,188.368,
-29.189,-14.291,-77.9805,301.143,
-14.291,-77.9805,135.905,257.954,
-77.9805,135.905,5.19717,145.357,
135.905,5.19717,86.5227,146.443,
5.19717,86.5227,9.89433,204.877,
86.5227,9.89433,42.6553,269.427,
9.89433,42.6553,-59.3572,320.797,
42.6553,-59.3572,-48.6758,334.485,
-59.3572,-48.6758,-24.9838,335.103,
-48.6758,-24.9838,-7.15336,311.648,
-24.9838,-7.15336,-10.477,342.382,
-7.15336,-10.477,-31.7109,372.795,
-10.477,-31.7109,-1.56137,480.111,
-31.7109,-1.56137,-2.13741,445.739,
-1.56137,-2.13741,17.6349,401.263,
-2.13741,17.6349,28.8519,352.008,
17.6349,28.8519,-7.27123,374.376,
28.8519,-7.27123,-45.7466,334.084,
-7.27123,-45.7466,-87.9882,516.287,
-45.7466,-87.9882,-82.4235,604.392,
-87.9882,-82.4235,-10.277,372.358,
-82.4235,-10.277,-17.04,316.728,
-10.277,-17.04,-191.626,451.737,
-17.04,-191.626,-329.344,451.737,
-191.626,-329.344,-65.764,451.737,
-329.344,-65.764,145.006,433.756,
-65.764,145.006,-52.6638,430.85,
145.006,-52.6638,72.5222,469.231,
-52.6638,72.5222,-37.2559,480.482,
72.5222,-37.2559,107.115,635.007,
-37.2559,107.115,113.184,631.483,
107.115,113.184,-42.8533,880.752,
113.184,-42.8533,-16.6132,908.578,
-42.8533,-16.6132,35.5367,592.622,
-16.6132,35.5367,-4.06452,570.831,
35.5367,-4.06452,-28.9989,544.039,
-4.06452,-28.9989,-29.8313,550.433,
-28.9989,-29.8313,34.6502,229.6,
-29.8313,34.6502,66.9834,222.207,
34.6502,66.9834,74.029,234.758,
66.9834,74.029,100.268,234.758,
74.029,100.268,-45.5927,234.758,
100.268,-45.5927,58.8868,236.893,
-45.5927,58.8868,119.832,213.351,
58.8868,119.832,-10.6625,214.528,
119.832,-10.6625,160.715,215.064,
-10.6625,160.715,26.1802,228.166,
160.715,26.1802,-136.412,234.359,
26.1802,-136.412,-20.5933,216.976,
-136.412,-20.5933,-76.0455,216.482,
-20.5933,-76.0455,130.185,290.7,
-76.0455,130.185,50.122,498.481,
130.185,50.122,28.55,449.99,
50.122,28.55,20.1245,455.751,
28.55,20.1245,-28.5652,457.159,
20.1245,-28.5652,-55.5888,438.958,
-28.5652,-55.5888,-60.8967,398.511,
-55.5888,-60.8967,36.9947,429.373,
-60.8967,36.9947,-12.6543,398.132,
36.9947,-12.6543,-29.6007,406.923,
-12.6543,-29.6007,-93.6938,397.78,
-29.6007,-93.6938,130.986,452.259,
-93.6938,130.986,30.1237,482.467,
130.986,30.1237,93.0162,638.888,
30.1237,93.0162,53.595,660.051,
93.0162,53.595,-274.122,929.986,
53.595,-274.122,-33.6618,963.769,
-274.122,-33.6618,-238.866,963.769,
-33.6618,-238.866,-97.0865,960.141,
-238.866,-97.0865,203.946,960.141,
-97.0865,203.946,59.5115,950.868,
203.946,59.5115,141.342,942.317,
59.5115,141.342,54.26,831.008,
141.342,54.26,-25.5278,964.677,
54.26,-25.5278,-56.6497,1001.6,
-25.5278,-56.6497,-40.5197,1001.6,
-56.6497,-40.5197,-36.6937,905.274,
-40.5197,-36.6937,80.8612,902.28,
-36.6937,80.8612,32.8847,736.251,
80.8612,32.8847,-71.7813,707.004,
32.8847,-71.7813,62.9732,930.006,
-71.7813,62.9732,16.0227,913.183,
62.9732,16.0227,-56.205,748.301,
16.0227,-56.205,-19.0207,739.595,
-56.205,-19.0207,73.1523,813.49,
-19.0207,73.1523,22.7,719.524,
73.1523,22.7,-10.6982,581.431,
22.7,-10.6982,-119.936,846.805,
-10.6982,-119.936,39.7547,702.092,
-119.936,39.7547,-51.9075,706.347,
39.7547,-51.9075,-1.5825,577.315,
-51.9075,-1.5825,-82.4867,373.022,
-1.5825,-82.4867,56.9612,284.492,
-82.4867,56.9612,49.7477,361.398,
56.9612,49.7477,-29.618,362.91,
49.7477,-29.618,54.8418,429.07,
-29.618,54.8418,9.57933,431.284,
54.8418,9.57933,38.2827,409.545,
9.57933,38.2827,7.28264,388.459,
38.2827,7.28264,-46.144,385.466,
7.28264,-46.144,68.2218,388.014,
-46.144,68.2218,61.4685,411.851,
68.2218,61.4685,-40.9808,416.548,
61.4685,-40.9808,8.78467,405.46,
-40.9808,8.78467,-26.2788,359.582,
8.78467,-26.2788,-8.85083,271.224,
-26.2788,-8.85083,12.077,310.92,
-8.85083,12.077,0.992,338.383,
12.077,0.992,11.2363,284.768,
0.992,11.2363,14.7773,256.658,
11.2363,14.7773,53.8218,260.038,
14.7773,53.8218,118.425,262.583,
53.8218,118.425,17.1412,284.821,
118.425,17.1412,37.2955,284.824,
17.1412,37.2955,-34.0463,297.681,
37.2955,-34.0463,42.5435,274.023,
-34.0463,42.5435,109.805,273.04,
42.5435,109.805,95.8828,375.426,
109.805,95.8828,46.2893,496.475,
95.8828,46.2893,-83.875,496.475,
46.2893,-83.875,-110.122,496.475,
-83.875,-110.122,13.4722,540.549,
-110.122,13.4722,96.6895,578.093,
13.4722,96.6895,-88.8365,578.09,
96.6895,-88.8365,-127.63,577.234,
-88.8365,-127.63,24.4503,621.194,
-127.63,24.4503,8.61533,497.846,
24.4503,8.61533,15.9672,492.879,
8.61533,15.9672,-3.9505,473.909,
15.9672,-3.9505,81.4008,522.76,
-3.9505,81.4008,81.6502,438.24,
81.4008,81.6502,47.1898,407.256,
81.6502,47.1898,8.0925,465.241,
47.1898,8.0925,46.3273,414.986,
8.0925,46.3273,19.3533,345.096,
46.3273,19.3533,-153.727,368.795,
19.3533,-153.727,91.7952,401.828,
-153.727,91.7952,47.1307,331.443,
91.7952,47.1307,71.5595,331.579,
47.1307,71.5595,74.0798,234.501,
71.5595,74.0798,41.8955,161.469,
74.0798,41.8955,-10.6143,136.492,
41.8955,-10.6143,-80.8362,139.342,
-10.6143,-80.8362,39.7005,166.671,
-80.8362,39.7005,50.8738,123.631,
39.7005,50.8738,51.3162,131.425,
50.8738,51.3162,101.052,89.2127,
51.3162,101.052,3.525,104.692,
101.052,3.525,95.0865,104.692,
3.525,95.0865,69.927,130.017,
95.0865,69.927,-12.0997,114.248,
69.927,-12.0997,10.0372,121.967,
-12.0997,10.0372,-11.4206,147.044,
10.0372,-11.4206,-126.957,142.845,
-11.4206,-126.957,11.4702,142.845,
-126.957,11.4702,-37.5662,142.944,
11.4702,-37.5662,-44.7427,117.296,
-37.5662,-44.7427,75.2242,169.361,
-44.7427,75.2242,-22.4338,176.744,
75.2242,-22.4338,-93.2788,200.692,
-22.4338,-93.2788,89.052,235.915,
-93.2788,89.052,-9.54467,339.479,
89.052,-9.54467,-39.467,374.265,
-9.54467,-39.467,-86.1738,362.153,
-39.467,-86.1738,-28.3237,572.777,
-86.1738,-28.3237,94.0012,625.048,
-28.3237,94.0012,56.2938,684.048,
94.0012,56.2938,32.2455,684.048,
56.2938,32.2455,-42.792,683.132,
32.2455,-42.792,36.842,706.308,
-42.792,36.842,58.0592,657.275,
36.842,58.0592,-14.0808,725.865,
58.0592,-14.0808,-43.5227,475.1,
-14.0808,-43.5227,-56.9534,598.224,
-43.5227,-56.9534,-23.5059,618.425,
-56.9534,-23.5059,-22.2374,740.443,
-23.5059,-22.2374,-43.7723,696.272,
-22.2374,-43.7723,-31.6822,522.442,
-43.7723,-31.6822,75.1914,668.824,
-31.6822,75.1914,-82.5119,808.915,
75.1914,-82.5119,-117.444,808.915,
-82.5119,-117.444,-101.943,808.915,
-117.444,-101.943,-19.1,871.955,
-101.943,-19.1,49.7975,997.336,
-19.1,49.7975,-19.8258,852.018,
49.7975,-19.8258,23.9488,854.807,
-19.8258,23.9488,100.419,895.604,
23.9488,100.419,-22.2762,895.604,
100.419,-22.2762,-24.3873,895.572,
-22.2762,-24.3873,-107.633,895.572,
-24.3873,-107.633,63.1067,882.61,
-107.633,63.1067,-28.661,945.371,
63.1067,-28.661,45.5133,1067.46,
-28.661,45.5133,71.8445,1024.05,
45.5133,71.8445,8.4385,901.668,
71.8445,8.4385,77.1825,811.273,
8.4385,77.1825,-21.6971,756.109,
77.1825,-21.6971,-74.9675,733.299,
-21.6971,-74.9675,-4.765,663.566,
-74.9675,-4.765,-68.7312,717.308,
-4.765,-68.7312,4.53237,841.875,
-68.7312,4.53237,60.8912,720.933,
4.53237,60.8912,49.0922,1016.88,
60.8912,49.0922,7.62117,943.142,
49.0922,7.62117,60.7398,672.487,
7.62117,60.7398,-26.3766,407.862,
60.7398,-26.3766,-64.2964,421.093,
-26.3766,-64.2964,1.36248,421.651,
-64.2964,1.36248,-4.68231,354.167,
1.36248,-4.68231,15.8762,107.559,
-4.68231,15.8762,32.2284,109.004,
15.8762,32.2284,-16.6175,94.7795,
32.2284,-16.6175,-42.1668,104.517,
-16.6175,-42.1668,-44.264,104.545,
-42.1668,-44.264,-48.901,102.621,
-44.264,-48.901,-15.0506,101.651,
-48.901,-15.0506,-38.2558,116.092,
-15.0506,-38.2558,19.7933,154.914,
-38.2558,19.7933,-11.0005,204.996,
19.7933,-11.0005,114.811,275.664,
-11.0005,114.811,-47.9028,273.409,
114.811,-47.9028,55.4293,274.068,
-47.9028,55.4293,-20.1007,275.451,
55.4293,-20.1007,22.7303,282.942,
-20.1007,22.7303,22.4355,421.128,
22.7303,22.4355,89.5889,351.847,
22.4355,89.5889,98.3284,362.774,
89.5889,98.3284,50.7485,427.935,
98.3284,50.7485,-5.96883,425.497,
50.7485,-5.96883,-42.5675,394.255,
-5.96883,-42.5675,90.7103,446.381,
-42.5675,90.7103,41.6917,448.275,
90.7103,41.6917,-48.6323,475.466,
41.6917,-48.6323,32.8602,467.728,
-48.6323,32.8602,75.6527,479.111,
32.8602,75.6527,18.7342,486.636,
75.6527,18.7342,152.337,477.207,
18.7342,152.337,116.442,477.041,
152.337,116.442,25.6645,474.42,
116.442,25.6645,73.4472,492.648,
25.6645,73.4472,26.558,414.47,
73.4472,26.558,-18.2442,397.478,
26.558,-18.2442,-76.8375,397.48,
-18.2442,-76.8375,29.2987,398.519,
-76.8375,29.2987,22.2453,402.041,
29.2987,22.2453,-27.7812,464.757,
22.2453,-27.7812,-37.5122,425.27,
-27.7812,-37.5122,-56.7693,425.27,
-37.5122,-56.7693,1.65017,425.27,
-56.7693,1.65017,-6.65083,398.652,
1.65017,-6.65083,2.85357,424.184,
-6.65083,2.85357,85.1166,431.815,
2.85357,85.1166,0.638,417.055,
85.1166,0.638,-36.4332,383.688,
0.638,-36.4332,21.0492,326.566,
-36.4332,21.0492,171.137,321.261,
21.0492,171.137,128.516,321.259,
171.137,128.516,-5.03917,321.259,
128.516,-5.03917,62.6382,321.259,
-5.03917,62.6382,163.076,329.257,
62.6382,163.076,187.024,287.169,
163.076,187.024,221.588,248.418,
187.024,221.588,106.561,467.664,
221.588,106.561,-81.8557,500.52,
106.561,-81.8557,19.7075,502.043,
-81.8557,19.7075,-82.0248,386.138,
19.7075,-82.0248,-48.83,332.432,
-82.0248,-48.83,121.31,332.829,
-48.83,121.31,52.1878,332.829,
121.31,52.1878,-33.2158,341.691,
52.1878,-33.2158,7.78183,343.74,
-33.2158,7.78183,60.6168,317.858,
7.78183,60.6168,428.772,317.545,
60.6168,428.772,-212.062,401.126,
428.772,-212.062,-208.298,611.858,
-212.062,-208.298,69.274,569.05,
-208.298,69.274,351.435,882.416,
69.274,351.435,-142.236,1010.98,
351.435,-142.236,80.4627,988.643,
-142.236,80.4627,12.9563,992.666,
80.4627,12.9563,21.4067,1044.62,
12.9563,21.4067,-158.133,953.235,
21.4067,-158.133,-156.83,953.235,
-158.133,-156.83,-200.919,953.235,
-156.83,-200.919,217.806,943.136,
-200.919,217.806,-42.1128,943.136,
217.806,-42.1128,68.088,672.516,
-42.1128,68.088,-174.784,549.826,
68.088,-174.784,-106.981,1056.85,
-174.784,-106.981,97.1228,1056.85,
-106.981,97.1228,84.8147,1130.64,
97.1228,84.8147,-0.518167,841.373,
84.8147,-0.518167,-87.7345,855.2,
-0.518167,-87.7345,55.6152,855.2,
-87.7345,55.6152,215.511,840.277,
55.6152,215.511,-41.0918,868.156,
215.511,-41.0918,-97.0632,840.057,
-41.0918,-97.0632,-23.2677,1177.66,
-97.0632,-23.2677,-8.69467,1210.24,
-23.2677,-8.69467,-108.776,990.519,
-8.69467,-108.776,-121.295,1058.93,
-108.776,-121.295,-27.8393,1120.81,
-121.295,-27.8393,-66.2763,1032.33,
-27.8393,-66.2763,190.707,1035.5,
-66.2763,190.707,57.131,1379.76,
190.707,57.131,164.868,1803.15,
57.131,164.868,48.9045,1921.48,
164.868,48.9045,155.893,1670.83,
48.9045,155.893,-102.289,1740.24,
155.893,-102.289,-35.8105,1936.36,
-102.289,-35.8105,39.468,1498.63,
-35.8105,39.468,-64.5092,1074.76,
39.468,-64.5092,56.106,1010.42,
-64.5092,56.106,-8.859,976.485,
56.106,-8.859,-65.653,1096.35,
-8.859,-65.653,-104.013,1099.39,
-65.653,-104.013,47.7028,1803.84,
-104.013,47.7028,9.51467,1957.37,
47.7028,9.51467,108.394,2218.77,
9.51467,108.394,-0.153333,1986.24,
108.394,-0.153333,105.922,1998.45,
-0.153333,105.922,38.9103,2315.73,
105.922,38.9103,0.283833,2305.06,
38.9103,0.283833,87.3352,2305.77,
0.283833,87.3352,50.4663,2335.51,
87.3352,50.4663,-36.5215,2062.99,
50.4663,-36.5215,15.8652,2051.19,
-36.5215,15.8652,65.8503,1548.94,
15.8652,65.8503,-57.6982,1624.89,
65.8503,-57.6982,-20.3282,1276.66,
-57.6982,-20.3282,189.306,1390.92,
-20.3282,189.306,251.932,1408.67,
189.306,251.932,66.1678,1408.67,
251.932,66.1678,-78.8885,1408.67,
66.1678,-78.8885,-80.9668,1452.9,
-78.8885,-80.9668,43.428,1390.09,
-80.9668,43.428,43.815,1356.38,
43.428,43.815,-70.7192,1382.01,
43.815,-70.7192,-21.5117,1274.32,
-70.7192,-21.5117,78.0853,1420.01,
-21.5117,78.0853,86.858,1373.22,
78.0853,86.858,123.587,1346.17,
86.858,123.587,6.77917,1412.14,
123.587,6.77917,-99.2158,1279.78,
6.77917,-99.2158,-182.162,1279.65,
-99.2158,-182.162,38.5285,1229.63,
-182.162,38.5285,60.6553,1072.07,
38.5285,60.6553,3.41467,472.683,
60.6553,3.41467,52.7815,509.215,
3.41467,52.7815,-70.6607,433.849,
52.7815,-70.6607,-9.90117,433.849,
-70.6607,-9.90117,-84.561,658.922,
-9.90117,-84.561,62.1497,979.644,
-84.561,62.1497,97.122,1009.94,
62.1497,97.122,1.111,1001.33,
97.122,1.111,23.2767,1170.06,
1.111,23.2767,72.358,1267.71,
23.2767,72.358,-88.7813,1267.71,
72.358,-88.7813,19.3055,1268.49,
-88.7813,19.3055,-69.2008,1268.49,
19.3055,-69.2008,-58.1117,1102.86,
-69.2008,-58.1117,2.05417,953.249,
-58.1117,2.05417,-38.2925,959.462,
2.05417,-38.2925,80.2707,1113.48,
-38.2925,80.2707,-3.04733,809.918,
80.2707,-3.04733,-181.3,603.121,
-3.04733,-181.3,30.6018,715.309,
-181.3,30.6018,23.9523,647.346,
30.6018,23.9523,-15.5618,647.663,
23.9523,-15.5618,-0.751,614.552,
-15.5618,-0.751,-48.7628,767.844,
-0.751,-48.7628,-53.5325,777.487,
-48.7628,-53.5325,-50.7608,761.545,
-53.5325,-50.7608,-54.9682,776.864,
-50.7608,-54.9682,-93.7958,748.647,
-54.9682,-93.7958,-289.561,746.282,
-93.7958,-289.561,113.03,752.644,
-289.561,113.03,109.685,732.714,
113.03,109.685,55.7042,753.443,
109.685,55.7042,47.5323,857.656,
55.7042,47.5323,164.387,859.213,
47.5323,164.387,77.7527,859.213,
164.387,77.7527,48.0992,907.234,
77.7527,48.0992,-3.60883,894.065,
48.0992,-3.60883,52.7532,1082.19,
-3.60883,52.7532,-13.1107,750.732,
52.7532,-13.1107,30.6525,636.777,
-13.1107,30.6525,-129.702,565.503,
30.6525,-129.702,-160.861,600.486,
-129.702,-160.861,-174.493,607.427,
-160.861,-174.493,99.6117,569.488,
-174.493,99.6117,74.3435,567.931,
99.6117,74.3435,115.568,514.72,
74.3435,115.568,19.2058,478.81,
115.568,19.2058,-76.1965,511.49,
19.2058,-76.1965,96.2797,501.169,
-76.1965,96.2797,104.895,501.415,
96.2797,104.895,13.6962,450.985,
104.895,13.6962,111.985,430.732,
13.6962,111.985,-66.9178,442.549,
111.985,-66.9178,-71.5297,506.883,
-66.9178,-71.5297,-49.0147,472.183,
-71.5297,-49.0147,71.5608,658.661,
-49.0147,71.5608,-217.222,754.493,
71.5608,-217.222,-87.9547,811.386,
-217.222,-87.9547,85.4578,827.088,
-87.9547,85.4578,-34.0837,871.052,
85.4578,-34.0837,33.4517,985.573,
-34.0837,33.4517,33.3782,920.671,
33.4517,33.3782,-5.606,873.186,
33.3782,-5.606,4.4745,1062.84,
-5.606,4.4745,-45.6422,838.68,
4.4745,-45.6422,-62.8052,849.303,
-45.6422,-62.8052,169.724,1023.85,
-62.8052,169.724,-55.9555,1089.78,
169.724,-55.9555,-42.6752,945.465,
-55.9555,-42.6752,4.31217,484.36,
-42.6752,4.31217,9.14683,510.093,
4.31217,9.14683,-97.2452,509.661,
9.14683,-97.2452,114.175,513.539,
-97.2452,114.175,101.161,565.145,
114.175,101.161,304.198,576.431,
101.161,304.198,82.5477,584.348,
304.198,82.5477,50.3563,597.956,
82.5477,50.3563,174.06,543.133,
50.3563,174.06,119.092,370.444,
174.06,119.092,23.7118,370.444,
119.092,23.7118,95.0447,370.496,
23.7118,95.0447,-50.5672,370.86,
95.0447,-50.5672,-50.4163,571.951,
-50.5672,-50.4163,-39.6968,576.773,
-50.4163,-39.6968,25.8912,570.248,
-39.6968,25.8912,-145.742,442.971,
25.8912,-145.742,-87.7348,363.29,
-145.742,-87.7348,33.117,382.199,
-87.7348,33.117,101.257,388.935,
33.117,101.257,45.8737,380.148,
101.257,45.8737,-37.786,429.316,
45.8737,-37.786,-138.257,431.763,
-37.786,-138.257,-51.3903,431.763,
-138.257,-51.3903,-119.499,434.215,
-51.3903,-119.499,-38.7585,434.215,
-119.499,-38.7585,98.3042,292.725,
-38.7585,98.3042,85.6833,368.568,
98.3042,85.6833,156.618,444.57,
85.6833,156.618,-20.6018,408.446,
156.618,-20.6018,148.358,408.446,
-20.6018,148.358,29.4445,350.109,
148.358,29.4445,-43.9525,378.446,
29.4445,-43.9525,31.4778,363.066,
-43.9525,31.4778,-70.3275,366.605,
31.4778,-70.3275,26.2678,366.605,
-70.3275,26.2678,-193.343,672.756,
26.2678,-193.343,-84.8693,672.756,
-193.343,-84.8693,108.218,672.79,
-84.8693,108.218,-60.8042,672.756,
108.218,-60.8042,-125.451,741.036,
-60.8042,-125.451,56.6342,516.642,
-125.451,56.6342,-153.249,734.105,
56.6342,-153.249,-74.5625,801.74,
-153.249,-74.5625,82.9195,789.515,
-74.5625,82.9195,16.3472,796.281,
82.9195,16.3472,-241.348,1191.98,
16.3472,-241.348,-582.597,1035.36,
-241.348,-582.597,-127.495,1004.29,
-582.597,-127.495,-35.1957,987.051,
-127.495,-35.1957,102.322,997.159,
-35.1957,102.322,-188.385,1075.56,
102.322,-188.385,-726.198,1424.58,
-188.385,-726.198,-139.947,1353.74,
-726.198,-139.947,326.434,1353.74,
-139.947,326.434,57.2223,1353.74,
326.434,57.2223,-2.4795,1353.74,
57.2223,-2.4795,15.0775,1349.83,
-2.4795,15.0775,-379.403,1349.83,
15.0775,-379.403,167.708,1227.44,
-379.403,167.708,-207.913,1397.17,
167.708,-207.913,-350.271,1402.22,
-207.913,-350.271,197.541,1419.47,
-350.271,197.541,-229.001,1289.85,
197.541,-229.001,404.753,2139.17,
-229.001,404.753,294.083,2398.83,
404.753,294.083,-51.5997,2140.41,
294.083,-51.5997,-32.0712,2137.69,
-51.5997,-32.0712,96.0567,2005.54,
-32.0712,96.0567,199.035,1721.97,
96.0567,199.035,-182.406,2335.46,
199.035,-182.406,-12.057,2695.78,
-182.406,-12.057,-64.2832,3255.55,
-12.057,-64.2832,113.679,3252.75,
-64.2832,113.679,13.313,3146.29,
113.679,13.313,-101.177,2497.25,
